,l1_loss,mse_loss,l1_loss_input,mse_loss_input,pesq_loss,pesq_loss_input,si_sdr_loss,si_sdr_loss_input,stoi,stoi_input,NoiseType
0,0.6227263808250427,0.7413416504859924,1.8188532590866089,6.612056255340576,1.1182059049606323,1.1067118644714355,-14.83543586730957,-11.287656784057617,0.6906418204307556,0.5749756693840027,Reverb_-10_tensors
1,0.5067675113677979,0.49489668011665344,1.3719149827957153,4.479279041290283,1.1162128448486328,1.101902723312378,-13.600674629211426,-10.177718162536621,0.7461728453636169,0.6140236258506775,Reverb_-10_tensors
2,0.6196011304855347,0.7731984853744507,1.531037449836731,4.924756050109863,1.155870795249939,1.0972588062286377,-21.885074615478516,-9.145227432250977,0.6998056769371033,0.5798304677009583,Reverb_-10_tensors
3,0.7173987627029419,0.9266493320465088,1.2825541496276855,3.0988011360168457,1.0821815729141235,1.044777512550354,-26.56816864013672,-9.982461929321289,0.6657970547676086,0.49183687567710876,Reverb_-10_tensors
4,0.8159087300300598,1.1266396045684814,1.0849262475967407,1.9961353540420532,1.0899063348770142,1.143638253211975,-31.761091232299805,-10.933290481567383,0.6484072804450989,0.5065029263496399,Reverb_-10_tensors
5,0.42136460542678833,0.3718981146812439,0.9753520488739014,3.08658504486084,1.475074052810669,1.132193922996521,-16.915037155151367,-8.936553001403809,0.7358787655830383,0.6000432968139648,Reverb_-10_tensors
6,0.5671341419219971,0.6466246247291565,1.1339620351791382,3.7500367164611816,1.239096999168396,1.1699304580688477,-17.605375289916992,-9.896589279174805,0.5961759090423584,0.521032989025116,Reverb_-10_tensors
7,0.7061469554901123,0.8925115466117859,1.3985464572906494,3.706193208694458,1.1528669595718384,1.06697678565979,-22.36514663696289,-11.045379638671875,0.7281016111373901,0.5952359437942505,Reverb_-10_tensors
8,0.817237913608551,1.3652589321136475,1.2137861251831055,3.2734925746917725,1.0875098705291748,1.064720630645752,-27.092365264892578,-8.610284805297852,0.6070356965065002,0.552383303642273,Reverb_-10_tensors
9,0.6995463371276855,0.9924861788749695,1.6565264463424683,6.006850719451904,1.11393141746521,1.082149624824524,-25.188369750976562,-8.611455917358398,0.6411656737327576,0.5579109787940979,Reverb_-10_tensors
10,0.5959880948066711,0.6866185665130615,1.2413513660430908,3.5557138919830322,1.1199342012405396,1.0610748529434204,-17.30264663696289,-10.33838176727295,0.6986565589904785,0.555450439453125,Reverb_-10_tensors
11,0.560107946395874,0.6794817447662354,1.3115887641906738,4.648330211639404,1.0917834043502808,1.0417927503585815,-13.166345596313477,-8.486618041992188,0.6770942211151123,0.6025798320770264,Reverb_-10_tensors
12,0.7794269323348999,1.1321520805358887,1.2160156965255737,2.7448489665985107,1.0766247510910034,1.080530047416687,-18.87128448486328,-10.280518531799316,0.6820237040519714,0.5696636438369751,Reverb_-10_tensors
13,0.4827287495136261,0.5262579321861267,0.9771754741668701,3.0651466846466064,1.1124240159988403,1.0853595733642578,-15.95451831817627,-9.228605270385742,0.6055660843849182,0.4923399090766907,Reverb_-10_tensors
14,0.5397161245346069,0.5736420750617981,1.7953804731369019,6.489773750305176,1.1529722213745117,1.1019493341445923,-26.252201080322266,-12.61898422241211,0.7217495441436768,0.5486217141151428,Reverb_-10_tensors
15,0.878466010093689,1.33085298538208,1.3093883991241455,3.472315788269043,1.1679394245147705,1.0936007499694824,-20.268342971801758,-10.623716354370117,0.6809563636779785,0.6445031762123108,Reverb_-10_tensors
16,0.8148525357246399,1.3236632347106934,1.5965765714645386,5.256653308868408,1.1470428705215454,1.0971367359161377,-33.9286003112793,-11.732131004333496,0.6249673962593079,0.5968414545059204,Reverb_-10_tensors
17,0.4761144518852234,0.48705658316612244,1.3268382549285889,4.530052185058594,1.114126443862915,1.0705533027648926,-10.319575309753418,-10.233107566833496,0.7147589325904846,0.5648899674415588,Reverb_-10_tensors
18,0.7378495931625366,0.9414958953857422,1.3542044162750244,3.5501556396484375,1.1042308807373047,1.038584589958191,-21.581558227539062,-9.87607192993164,0.6210625171661377,0.5324467420578003,Reverb_-10_tensors
19,0.5018651485443115,0.4775712192058563,0.7745965123176575,1.1626605987548828,1.2954999208450317,1.3782169818878174,-25.68680763244629,-6.402554988861084,0.42361655831336975,0.3895440995693207,Reverb_-10_tensors
20,0.48710036277770996,0.44766533374786377,0.9589400291442871,2.5866827964782715,1.4220021963119507,1.1463088989257812,-8.215590476989746,-9.461403846740723,0.6457159519195557,0.4837828576564789,Reverb_-10_tensors
21,0.6566714644432068,0.8483719825744629,1.216294288635254,2.932558298110962,1.0973217487335205,1.087956190109253,-27.63249969482422,-9.966179847717285,0.65697181224823,0.509774923324585,Reverb_-10_tensors
