,l1_loss,mse_loss,l1_loss_input,mse_loss_input,l1_loss_cargan_mel,mse_loss_cargan_mel,pesq_loss,pesq_loss_input,pesq_loss_clean,pesq_loss_cargan,pesq_loss_cargan_inverse,si_sdr_loss,si_sdr_loss_input,si_sdr_loss_clean,si_sdr_loss_cargan,si_sdr_loss_cargan_inverse,stoi,stoi_input,stoi_clean,stoi_cargan,stoi_cargan_inverse,NoiseType
0,0.0996934324502945,0.013875697739422321,0.0,0.0,0.4432111978530884,0.3421996533870697,1.4494825601577759,4.643888473510742,4.643888473510742,2.390228748321533,1.4283065795898438,-21.082592010498047,97.87921142578125,97.87921142578125,-26.789241790771484,-26.789241790771484,0.8849553465843201,1.0,1.0,0.8870983719825745,0.8873603343963623,Clean_100
1,0.09863977879285812,0.013911020942032337,0.0,0.0,0.35654082894325256,0.2957859933376312,2.1381359100341797,4.643888473510742,4.643888473510742,2.5477375984191895,2.054872512817383,-9.649188995361328,98.04005432128906,98.04005432128906,-7.587323188781738,-7.58732271194458,0.9232475161552429,1.0,1.0,0.9258121252059937,0.9237581491470337,Clean_100
2,0.10206292569637299,0.01516095269471407,0.0,0.0,0.3907116949558258,0.31727442145347595,1.6701120138168335,4.643888473510742,4.643888473510742,1.8476524353027344,1.4427292346954346,-23.792970657348633,93.31707000732422,93.31707000732422,-20.602108001708984,-20.602108001708984,0.8827535510063171,1.0,1.0,0.8757714033126831,0.8789775371551514,Clean_100
3,0.0822005569934845,0.010295484215021133,0.0,0.0,0.4269724488258362,0.3279758393764496,1.988452672958374,4.643888473510742,4.643888473510742,2.2079291343688965,1.9280107021331787,-16.344884872436523,98.75909423828125,98.75909423828125,-15.295177459716797,-15.29517936706543,0.9136415123939514,1.0,1.0,0.9211606979370117,0.9128087759017944,Clean_100
4,0.09065326303243637,0.012165334075689316,0.0,0.0,0.41734758019447327,0.2977004647254944,1.8529139757156372,4.643888473510742,4.643888473510742,2.100358724594116,1.51046884059906,-41.61427307128906,99.3016357421875,99.3016357421875,-28.831390380859375,-28.831390380859375,0.867451548576355,1.0,1.0,0.8760129809379578,0.8747753500938416,Clean_100
5,0.11140210926532745,0.017328308895230293,0.0,0.0,0.2487581968307495,0.17962166666984558,2.500216245651245,4.643888473510742,4.643888473510742,2.580336093902588,2.521169662475586,-27.825119018554688,96.83851623535156,96.83851623535156,-7.96246337890625,-7.962465763092041,0.9137190580368042,1.0,1.0,0.9150387048721313,0.9101238250732422,Clean_100
6,0.1140352413058281,0.017411772161722183,0.0,0.0,0.2986864447593689,0.20862288773059845,2.3932793140411377,4.643888473510742,4.643888473510742,2.9134747982025146,2.467254638671875,-17.39984893798828,97.96363067626953,97.96363067626953,-22.342660903930664,-22.342660903930664,0.8681527376174927,1.0,1.0,0.9195522665977478,0.865284264087677,Clean_100
7,0.07859483361244202,0.009636623784899712,0.0,0.0,0.37640994787216187,0.24824999272823334,2.3608641624450684,4.643888473510742,4.643888473510742,2.621685266494751,2.438486337661743,-14.61860179901123,99.324462890625,99.324462890625,-13.65871524810791,-13.65871524810791,0.9205228090286255,1.0,1.0,0.9294354319572449,0.9286078810691833,Clean_100
8,0.09336914122104645,0.013249599374830723,0.0,0.0,0.4429367780685425,0.4305877387523651,1.4570412635803223,4.643888473510742,4.643888473510742,1.5193636417388916,1.4529005289077759,-25.192615509033203,99.66861724853516,99.66861724853516,-13.393621444702148,-13.393620491027832,0.8247166872024536,1.0,1.0,0.8362006545066833,0.8367937803268433,Clean_100
9,0.09550543129444122,0.013422978110611439,0.0,0.0,0.41878533363342285,0.3441198766231537,2.146160125732422,4.643888473510742,4.643888473510742,2.4110093116760254,2.1186513900756836,-20.060958862304688,99.82598114013672,99.82598114013672,-27.367801666259766,-27.367801666259766,0.8980827331542969,1.0,1.0,0.9041787981987,0.902730405330658,Clean_100
